length,multiplicity,first_sorted_step,padded,area_under_entropy_curve,halfway_information_removed,maximum_step_gain,gain_unevenness,normalized_gain_entropy,curvature,stall_fraction,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,trajectory_pc1,trajectory_pc2
7,48,7,False,0.5015672277137819,0.44306875914560573,0.2181042919855315,0.06423409296682206,0.9130430466530364,0.3319061303781701,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.6364928466906741,0.5569312408543943,0.4115874417826058,0.27069865002718857,0.15482533582117008,3.2251880295948387,1.5795278203470522
7,72,7,False,0.4968176049243617,0.47255929930209173,0.2181042919855315,0.06733010674920477,0.9082752940654334,0.3197838029390122,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.4523341021780541,0.289603138718343,0.15482533582117008,2.9639644286590094,1.0066985361010723
7,72,7,False,0.5026058777278533,0.47255929930209173,0.21810429198553155,0.07301892178784569,0.8993156520096364,0.3866705108904706,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.4523341021780541,0.29989340148010585,0.19084125548734004,3.1341969496783615,0.782856436408077
7,72,7,False,0.4984917820712738,0.47255929930209173,0.2181042919855315,0.06635903992644777,0.9096135263144696,0.29299696858841906,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.45679857456981965,0.29853208350187405,0.15482533582117008,3.022298211790498,0.963846696282281
7,72,7,False,0.5017741132592453,0.47255929930209173,0.2181042919855315,0.0682498697816924,0.9068972781492537,0.33092612898275636,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.45679857456981965,0.30436733894715673,0.17524872987965942,3.1188312419220043,0.8369135108663923
7,72,7,False,0.5013529069200933,0.47255929930209173,0.21810429198553155,0.07474420788357362,0.8962393814087131,0.4067180438146312,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.44899284669069395,0.2932108905053856,0.19084125548734004,3.090539366904178,0.8149271790118608
7,72,7,False,0.4906187739914141,0.47255929930209173,0.2181042919855315,0.0684015690197597,0.9067726523491497,0.33473076928979395,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.5274407006979083,0.44899284669069395,0.2741279875210671,0.12405109504222543,2.774849597012263,1.2300338843644272
7,96,7,False,0.4686526304794164,0.5727014306618972,0.2181042919855315,0.06733010674920477,0.9082752940654334,0.34361675184994955,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.32715643797829735,0.289603138718343,0.15482533582117008,1.8414723910839028,1.0940008678015294
7,96,7,False,0.474440903282908,0.5727014306618972,0.21810429198553155,0.07301892178784569,0.8993156520096364,0.40021319703964525,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.32715643797829735,0.29989340148010585,0.19084125548734004,2.0117049121032546,0.8701587681085341
7,120,7,False,0.44752889964569215,0.5727014306618972,0.2181042919855315,0.06733010674920477,0.9082752940654334,0.40535832842052666,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.2708264890883659,0.17694324093848016,0.15482533582117008,1.1054528272909179,1.6346788550333988
7,144,6,True,0.42264625638871833,0.5727014306618972,0.2181042919855315,0.06733010674920477,0.9082752940654334,0.29476880283397666,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.2708264890883659,0.13270743070386,0.0,0.3736567915711282,2.5969318969413338
7,120,7,False,0.4591054452526753,0.5727014306618972,0.21810429198553155,0.07301892178784569,0.8993156520096364,0.40021319703964525,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.28626188323101015,0.21810429198553155,0.19084125548734004,1.4773676201341037,1.2626815021999696
7,144,6,True,0.42843452919221,0.5727014306618972,0.21810429198553155,0.07301892178784569,0.8993156520096364,0.3456871240432621,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4272985693381028,0.28626188323101015,0.16357821898914854,0.0,0.5753390633949622,2.4487766438009
7,96,7,False,0.4720009847732406,0.5667488008062098,0.2181042919855315,0.06635903992644777,0.9096135263144696,0.3257588622828873,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4332511991937902,0.33906169768967215,0.29853208350187405,0.15482533582117008,1.9665291361187451,1.0459596190986382
7,96,7,False,0.4752833159612121,0.5667488008062098,0.2181042919855315,0.0682498697816924,0.9068972781492537,0.357852767231942,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4332511991937902,0.33906169768967215,0.30436733894715673,0.17524872987965942,2.0630621662502513,0.9190264336827496
7,120,7,False,0.4492030767926042,0.5667488008062098,0.2181042919855315,0.06635903992644777,0.9096135263144696,0.402382013492683,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4332511991937902,0.2782672764079751,0.17694324093848016,0.15482533582117008,1.1721757891942717,1.6294894461492992
7,144,6,True,0.4243204335356304,0.5667488008062098,0.2181042919855315,0.06635903992644777,0.9096135263144696,0.291792487906133,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4332511991937902,0.2782672764079751,0.13270743070386,0.0,0.440379753474482,2.591742488057234
7,120,7,False,0.4557677391685472,0.5667488008062098,0.2181042919855315,0.0682498697816924,0.9068972781492537,0.3994643857700416,0.14285714285714285,0.8091587445126258,0.6728435620216141,0.5683352554451955,0.4332511991937902,0.2870201595758991,0.20028426271961083,0.17524872987965942,1.3830759256012444,1.4185424928005452
